id,name,description,image,website,country,founded,type,email,phone,address,createdAt,updatedAt
cmd3a587138fd0b883e8be1,Rundholz Parfums,"Rundholz Parfums is a luxury perfume brand that originates from the German fashion design duo, Carsten and Claudia Rundholz. Known for their avant-garde approach, the brand combines elements of fashion and fragrance, creating unique, high-quality scents that reflect their artistic vision. Rundholz Parfums often offers fragrances that are unisex, and they place a significant emphasis on natural ingredients and sustainable practices. The brand embodies an experimental and artistic ethos, creating a niche for itself in the perfume industry.",https://www.rundholz.com/images/social_media/twitter-logo-blue.png,https://www.rundholz.com,Germany,1993,niche,,,,2025-07-18T12:32:10.942225,2025-08-29T12:19:43.597316
cmdd692a8fd788849942961,RuPaul,"RuPaul is a multifaceted personality known primarily for his work in the entertainment industry as a drag performer, singer, and television personality. The brand ""RuPaul"" includes a range of products, including fragrances that reflect his vibrant persona and style. The company's fragrance line aims to empower individuals by celebrating self-expression and individuality, resonating with fans of the drag culture and the larger LGBTQ+ community. RuPaul's perfumes are often marketed with a focus on love, acceptance, and glamor, embodying the essence of his public persona.",https://images.unsplash.com/photo-1587017539504-67cfbddac569?w=400&h=300&fit=crop,[https://www.rupaul.com](https://www.rupaul.com),United States,2015,celebrity,,,,2025-07-18T12:32:10.942225,2025-08-29T12:19:50.019818
cmd0f0c5f1685a1a15ce71c,Ruth Mastenbroek,"Ruth Mastenbroek is a British perfumer known for creating fine fragrances that reflect her expertise and passion for scent. Founded by Ruth Mastenbroek, the company aims to produce evocative perfumes that tell a story and evoke emotions. Ruth's background in fragrance development and her commitment to artisanal craftsmanship set her apart in the perfume industry. The brand specializes in high-quality, bespoke perfumes, with a focus on using natural ingredients and sustainable practices. Ruth Mastenbroek is known for previously working with luxury brands, and she imbues her own products with the same quality and artistry found in high-end fragrances.",https://ruthmastenbroek.com/wp-content/plugins/revslider/public/assets/assets/dummy.png,https://www.ruthmastenbroek.com,United Kingdom,2011,niche,,,,2025-07-18T12:32:10.942225,2025-08-29T12:20:02.918319
cmd031fac4e003a8b44974f,Ryan Richmond,"Ryan Richmond is a contemporary perfume brand that blends modern aesthetics with classic perfumery techniques. Founded by fragrance innovator Ryan Richmond, the company focuses on creating unique scents that cater to diverse tastes. Their offerings are characterized by high-quality ingredients and creative compositions, aimed at consumers who appreciate the artistry of fragrance. The brand has gained recognition for its dedication to sustainability and ethical practices within the perfume industry, emphasizing a connection to nature in their scent profiles.",https://images.unsplash.com/photo-1587017539504-67cfbddac569?w=400&h=300&fit=crop,https://www.ryanrichmond.com,United States,2017,niche,,,,2025-07-18T12:32:10.942225,2025-08-29T12:20:09.375702
cmdf7c50e37e2a38357e748,Sparkle PR,"Sparkle PR is a public relations company specializing in the beauty and fragrance industry. They work closely with brands to enhance their presence in the market through strategic communication and relationship management. Established to amplify the unique stories of fragrance houses, Sparkle PR emphasizes creativity and innovation in promoting scents, allowing brands to connect effectively with their target audiences.",https://images.unsplash.com/photo-1541643600914-78b084683601?w=400&h=300&fit=crop,,,,indie,,,,2025-07-18T12:32:10.942225,2025-08-29T12:20:14.867229
cmde1b61215c78be129ea95,SheMedia,"SheMedia is a multi-platform media company focused on empowering women through content that informs, inspires, and engages. While not primarily a perfume company, SheMedia operates within the lifestyle domain, connecting various brands, including fragrance brands targeting female consumers. The company emphasizes the importance of women's voices and perspectives in digital media and creates opportunities for partnerships and collaborations across industries, including beauty and fragrance.",https://images.squarespace-cdn.com/content/v1/60d5f8090a1c2602ed32d58c/3029f2e5-affc-4b4d-bc30-a4d27a3be293/TVLine_logo5.png,https://www.shemedia.com,United States,2018,indie,,,,2025-07-18T12:32:10.942225,2025-08-29T12:20:21.930602
cmd1635c419d635a7141f5c,1st Femme,"1st Femme is a contemporary perfume company that specializes in creating unique and luxurious fragrances tailored for women. Founded with a passion for celebrating femininity and elegance, 1st Femme offers a curated selection of scents that evoke emotions and make lasting impressions. Their vision is to empower women to express their individuality through fragrance, focusing on high-quality ingredients and artisanal craftsmanship.",https://images.unsplash.com/photo-1587017539504-67cfbddac569?w=400&h=300&fit=crop,,,,indie,,,,2025-07-18T12:32:10.942225,2025-08-29T12:20:29.470443
cmdd37d51a30d19215f8d8a,5 Sens,"5 Sens is a niche perfume company that specializes in creating unique and artisanal fragrances inspired by various themes and emotions. Established with a passion for olfactory art, the company aims to evoke memories and experiences through carefully blended scents. They focus on high-quality ingredients and sustainable sourcing methods, catering to connoisseurs who appreciate the complexity and depth of hand-crafted perfumes.",https://images.unsplash.com/photo-1587017539504-67cfbddac569?w=400&h=300&fit=crop,www.5sensparfums.com,France,2003,niche,contact@5sensparfums.com,,,2025-07-18T12:32:10.942225,2025-08-29T12:20:36.475029
cmdb325b9a80b182ee3c1db,Scherrer,"Scherrer is a French perfume house established by the designer Jean-Louis Scherrer in the early 1980s. The brand is known for its elegant fragrances that often reflect the same sophisticated style as Scherrer's fashion designs. Over the years, Scherrer has cultivated a niche for creating timeless scents that appeal to discerning customers who appreciate luxury and refinement. The house emphasizes the use of high-quality ingredients and classic formulations.",https://images.unsplash.com/photo-1556909114-f6e7ad7d3136?w=400&h=300&fit=crop,http://www.scherrer-fragrance.com,France,1980,niche,,,,2025-07-18T12:32:10.942225,2025-08-29T12:20:43.497091
cmdb139afbef1247cd7b7c7,Scent Strip Perfume,"Scent Strip Perfume is a fragrance company that specializes in creating high-quality fragrance samples and discovery sets, allowing customers to explore a wide variety of scents without committing to full-sized bottles. Their unique approach combines the convenience of sample sizes with a curated selection of both mainstream and niche perfumes, catering to diverse preferences and helping consumers find their signature scents. Scent Strip Perfume focuses on accessibility and a personalized fragrance journey, presenting both established and emerging fragrance brands.",https://images.unsplash.com/photo-15907369626-6c63ac16f3df?w=400&h=300&fit=crop,https://www.scentstripperfume.com,United States,2018,indie,support@scentstripperfume.com,,,2025-07-18T12:32:10.942225,2025-08-29T12:20:49.482403
cmdc422e5acf96bdb4d77c1,S.A.C.K.Y,"S.A.C.K.Y is a niche perfume company dedicated to crafting unique and innovative fragrances that resonate with individual personalities and emotions. Established by a team of passionate perfumers, the company focuses on limited edition scents that provide personal storytelling through the art of perfume. Their specialty lies in combining rare ingredients with avant-garde formulations to deliver transformative olfactory experiences.",https://images.unsplash.com/photo-1582735689369-4fe89db7114c?w=400&h=300&fit=crop,www.sackyfragrances.com,United States,2020,niche,contact@sackyfragrances.com,,,2025-07-18T12:32:10.942225,2025-08-29T12:20:55.923160
cmd8173882a86e5e0d4955e,S & C Parfums,"S & C Parfums is a boutique fragrance company that specializes in creating high-quality, artisanal perfumes. They focus on blending unique ingredients to craft signature scents that convey individuality and sophistication. Founded by a passionate team of fragrance experts, the company has a rich history in exploring diverse olfactory experiences while maintaining a commitment to sustainability and ethical sourcing of their materials.",https://images.unsplash.com/photo-1587017539504-67cfbddac569?w=400&h=300&fit=crop,www.scparfums.com,France,2010,niche,contact@scparfums.com,,"23 Rue de la Parfumerie, Paris, France",2025-07-18T12:32:10.942225,2025-08-29T12:21:01.974780
cmd9104b9a72b6f5d0d44a9,S+M Fragrances,"S+M Fragrances is a specialized perfume company that focuses on creating high-quality, artisanal fragrances. Established with a passion for scent, the brand emphasizes unique scent combinations and sustainable sourcing for its ingredients. The company's mission is to celebrate the artistry of perfumery while promoting ethical practices in fragrance creation.",https://images.squarespace-cdn.com/content/v1/5442c4a5e4b0b8e2e81f4e53/1413666520693-Y8VYFNJT46KSMTZG8J04/BpPSAFyd7-vn1GvZtrSjpo8F9ifbNgWnlI_rq50gar0%2Cib9q0QWRMIEQB5S6eiCVxEToKEtsThPVDEzwXSAiJVQ.jpg,www.smfragrances.com,United States,2015,niche,contact@smfragrances.com,,,2025-07-18T12:32:10.942225,2025-08-29T12:21:08.160824
cmde76173f9b78983e9ea9e,S. Cute,"S. Cute is a fragrance company specializing in creating unique and affordable perfumes. The brand focuses on producing fresh, playful scents that appeal to a youthful audience. Their mission is to provide quality fragrances at accessible prices, enabling customers to express their personalities through scent. S. Cute has become known for their vibrant branding and innovative marketing strategies, often collaborating with social media influencers to reach their target demographic.",https://images.unsplash.com/photo-1587017539504-67cfbddac569?w=400&h=300&fit=crop,https://www.scute.com,United States,2018,indie,contact@scute.com,,,2025-07-18T12:32:10.942225,2025-08-29T12:21:17.396858
cmd26e45d478f21ff8e7d86,s.Oliver,"s.Oliver is a German fashion brand that also offers a range of fragrances, particularly targeting a youthful audience. Established in 1969, s.Oliver has grown to become one of the leading textile companies in Europe, known for its stylish clothing and accessories. The brand emphasizes a casual and fashionable lifestyle, striving to embody contemporary trends while maintaining high-quality standards. Their fragrance line reflects this ethos, featuring various perfumes for both men and women, which aim to capture the essence of modern living.",https://images.unsplash.com/photo-1587017539504-67cfbddac569?w=400&h=300&fit=crop,https://www.soliver.de,Germany,1969,designer,,,,2025-07-18T12:32:10.942225,2025-08-29T12:21:24.737356
cmd25f0ca07f68c5bcf8ad7,S-Perfume,"S-Perfume is a creative perfumery house known for its innovative and artistic approach to fragrance creation. Established by a team of talented perfumers and industry visionaries, the company specializes in crafting high-quality niche perfumes that embody unique stories and emotions. S-Perfume emphasizes the use of rare ingredients and artistic concepts, allowing them to stand out in a crowded market. Over the years, they have gained recognition for their avant-garde fragrance compositions and have collaborated with various artists and designers to expand their olfactory offerings.",https://images.squarespace-cdn.com/content/v1/576ac487725e254d2ff42cc5/657c2717-3226-473f-b0b8-79490618ef1f/SQ_WWDIS.png?format=1500w,https://www.s-perfume.com,United States,2009,niche,,,,2025-07-18T12:32:10.942225,2025-08-29T12:21:33.320514
cmdc9fd9b23360f05334e4c,S.T. Dupont,,https://www.st-dupont.com/cdn/shop/t/8/assets/dupont-logo-white.png?v=87632058323058416441716297995,https://www.st-dupont.com,France,1872,designer,,,,2025-07-18T12:32:10.942225,2025-08-29T12:21:40.723921
cmd78360d162705ecc09c3b,S3,"S3 is a contemporary fragrance company that focuses on creating unique and innovative perfumes that appeal to a modern audience. Established by a group of fragrance enthusiasts, S3 aims to blend traditional perfumery techniques with modern trends to craft scents that resonate with consumers. Their specialty lies in utilizing high-quality ingredients and sustainable practices to produce a line of fragrances that not only smell exquisite but also reflect a commitment to environmental responsibility.",https://images.unsplash.com/photo-15907369626-6c63ac16f3df?w=400&h=300&fit=crop,www.s3fragrances.com,United States,2018,indie,contact@s3fragrances.com,,"123 Fragrance Lane, New York, NY 10001",2025-07-18T12:32:10.942225,2025-08-29T12:21:47.040057
cmd47beadd9251d70effb85,S4P - Science for Peace,"S4P - Science for Peace is a unique perfume company that focuses on creating fragrances that embody the ideals of peace and harmony. Founded on the principles of sustainability and ethical sourcing, S4P specializes in using scientifically researched ingredients that not only provide pleasant scents but also promote well-being and environmental consciousness. Their products often highlight the intersection of science and art, showcasing how thoughtful formulation can result in both beautiful fragrances and positive social impact.",https://images.unsplash.com/photo-15907369626-6c63ac16f3df?w=400&h=300&fit=crop,www.s4pfragrances.com,Italy,2020,niche,contact@s4pfragrances.com,,"Via della Pace, 10, 00100 Rome, Italy",2025-07-18T12:32:10.942225,2025-08-29T12:21:53.349357
cmd2a60d6ac9a563f4d88a7,SA Fragrances,"SA Fragrances is a dedicated fragrance company that specializes in creating high-quality, luxurious perfumes. Founded with a passion for craftsmanship and artistry in scent creation, the company prides itself on sourcing the best raw materials from around the globe. Each fragrance is a unique blend, reflecting a commitment to originality and sophistication, which caters to both individual tastes and trends in the fragrance market. Their story revolves around a blend of tradition and innovation, allowing them to stand out in the competitive perfume industry.",https://images.unsplash.com/photo-1582735689369-4fe89db7114c?w=400&h=300&fit=crop,,,,indie,,,,2025-07-18T12:32:10.942225,2025-08-29T12:21:59.162334
cmd5ef62393d1c2bed77df1,SAB,"SAB (Scent Aromatic Bliss) is a perfume house specializing in the creation of niche fragrances. Founded with the mission to blend traditional perfumery techniques with contemporary inspirations, SAB has carved a niche for itself by focusing on high-quality, artisanal scents that appeal to connoisseurs of niche perfumes. The company draws inspiration from various cultures and landscapes, often incorporating unique and exotic ingredients to create distinct olfactory experiences.",https://images.unsplash.com/photo-1587017539504-67cfbddac569?w=400&h=300&fit=crop,www.scentaromaticbliss.com,United States,2010,niche,contact@scentaromaticbliss.com,,,2025-07-18T12:32:10.942225,2025-08-29T12:22:05.150446
cmd75344166e9b330ccce6f,SABCO Group,,https://images.unsplash.com/photo-1582735689369-4fe89db7114c?w=400&h=300&fit=crop,https://www.sabco.com,United Arab Emirates,1980,designer,,,,2025-07-18T12:32:10.942225,2025-08-29T12:22:11.362164
cmdf80386675ed737c8b0ad,Sabine Poncet,"Sabine Poncet is a French niche perfume brand that focuses on creating unique, artisanal fragrances that reflect the richness of nature and history. Founded by perfumer Sabine Poncet, the company emphasizes individuality and quality, using carefully selected ingredients to craft scents that tell stories and evoke emotions. Sabine Poncet’s creations are characterized by their complex compositions and are aimed at a sophisticated clientele that appreciates the artistry of perfumery.",https://images.unsplash.com/photo-1582735689369-4fe89db7114c?w=400&h=300&fit=crop,https://www.sabineponcet.com,France,2015,niche,,,,2025-07-18T12:32:10.942225,2025-08-29T12:22:18.834690
cmd384b54b5bf987acafabf,Sabon,"Sabon is a beauty and personal care brand that specializes in a range of luxurious body and skincare products, including soaps, bath salts, body scrubs, and fragrances. Founded in Tel Aviv, Israel, in 1997, Sabon began as a small shop selling handmade soaps and quickly gained popularity for its artisanal approach and high-quality ingredients. The company's philosophy focuses on providing a pampering experience while promoting self-care and wellness. Over the years, Sabon has expanded its product lines and retail presence, establishing locations in various countries and becoming known for its unique blends of fragrances and effective formulas.",https://us.sabon.com/cdn/shop/files/Sabon_Gold_SVG.svg?v=1708726156&width=320,https://www.sabon.com,Israel,1997,indie,,,,2025-07-18T12:32:10.942225,2025-08-29T12:22:27.521689
cmd288218e8470ed2967377,Sabrina Carpenter,"Sabrina Carpenter has ventured into the fragrance industry with her own line of perfumes, showcasing her personal style and creative vision. As a well-known actress and singer, Carpenter’s fragrances often reflect her youthful energy and artistic expression, appealing primarily to her fan base. The brand focuses on creating accessible and appealing scents that resonate with the themes of self-expression and individuality.",https://www.sabrinacarpenter.com/wp-content/uploads/sites/1508/2025/06/logo1.png,https://sabrinacarpenter.com,United States,2020,Celebrity,,,,2025-07-18T12:32:10.942225,2025-08-29T12:22:34.901582
cmd5ff684987535dad0ee6c,Sachajuan,"Sachajuan is a Swedish hair care and fragrance company founded in 2004 by hairstylists Sacha Mitic and Juan Rosenlind. Originally known for their professional hair care products, they expanded into the fragrance sector with a line that emphasizes simplicity and quality ingredients. Their perfumes are crafted with a focus on Scandinavian essences and are designed to reflect the ethos of minimalism and elegance inherent in Swedish culture.",https://sachajuan.com/cdn/shop/files/updated-logo-SACHAJUAN-Algae-Bioscience-7_500x.png?v=1718094100,https://www.sachajuan.com,Sweden,2004,niche,,,,2025-07-18T12:32:10.942225,2025-08-29T12:22:41.746371
cmd2ad1a6028d3f80ad61db,Saffron James Parfums,"Saffron James Parfums is an artisanal perfume company specializing in creating exquisite fragrances inspired by the diverse landscapes and cultures of the world. Founded by perfumer and creative director, James Daniel, the brand is known for its attention to detail and use of traditional methods melded with modern sensibilities. Each scent reflects a journey, often emphasizing unique ingredients and storytelling to evoke particular emotions and memories. The brand's commitment to sustainability and eco-friendly practices further enhances its appeal in the niche perfume market.",https://images.unsplash.com/photo-1556909114-f6e7ad7d3136?w=400&h=300&fit=crop,https://saffronjames.com,United States,2016,niche,,,,2025-07-18T12:32:10.942225,2025-08-29T12:22:47.666049
cmd37ea63bb794441e704ea,Saffron,"Saffron is a luxury fragrance house known for its exquisite and unique scents that often incorporate traditional and exotic ingredients, with an emphasis on artisanal craftsmanship. The brand's story begins with a passion for the art of perfumery, focusing on creating high-quality, rare fragrances that evoke an emotional response. Saffron specializes in blending signature notes that capture the essence of nature and culture, often utilizing saffron as a prominent ingredient, which symbolizes luxury and richness in its perfumes.",https://images.unsplash.com/photo-1556909114-f6e7ad7d3136?w=400&h=300&fit=crop,https://www.saffronperfumes.com,United Arab Emirates,2020,niche,,,,2025-07-18T12:32:10.942225,2025-08-29T12:22:54.085682
cmdb11ac9d4d13d2c82a02c,Sage Machado,"Sage Machado is a niche perfume company founded by Sage Machado in 2000, known for its artistic approach to fragrance crafting. The brand focuses on small-batch production and employs natural ingredients to create perfumes that evoke emotions and stories. Each scent is designed to be unique, reflecting the aesthetic sensibilities and experiences of the founder. Sage Machado also emphasizes the use of eco-friendly and sustainable practices in its production processes, appealing to a growing audience of environmentally conscious consumers.",https://images.unsplash.com/photo-1541643600914-78b084683601?w=400&h=300&fit=crop,https://www.sagemachado.com,United States,2000,niche,,,,2025-07-18T12:32:10.942225,2025-08-29T12:23:00.004033
cmdb8802620c0187acc9ad8,Sage,"Sage is a specialty perfume company known for its natural and eco-friendly fragrance products. Founded on the principles of sustainability and wellness, Sage creates artisanal scents using carefully chosen ingredients that evoke a sense of place and promote emotional well-being. The company offers a range of fragrances, body care products, and wellness-focused items, while also prioritizing ethical sourcing and environmentally conscious practices. Over the years, Sage has built a loyal customer base by combining creativity in scent formulation with a commitment to health and the environment.",https://sagescotland.com/wp-content/uploads/2022/11/sage-founder-new-1.jpg,https://www.sagescotland.com,United States,2020,indie,,,,2025-07-18T12:32:10.942225,2025-08-29T12:23:10.266607
cmd36364ad683acb0d5b4b7,Saguara Perfumes,"Saguara Perfumes is a niche fragrance house that specializes in creating artisanal perfumes inspired by nature and cultural heritage. The company prides itself on handcrafting its fragrances with a focus on high-quality, sustainable ingredients sourced from various regions around the world. Saguara’s story begins with a passion for storytelling through scent, aiming to evoke emotions and memories associated with the natural and cultural elements of the landscapes they draw inspiration from.",https://images.squarespace-cdn.com/content/v1/58648268be659480ddff4d57/1483263262614-D8FDCFUU3BEFALJV6APT/SAGUARA+logo.jpg?format=300w,www.saguaraperfumes.com,United States,2018,niche,contact@saguaraperfumes.com,,,2025-07-18T12:32:10.942225,2025-08-29T12:23:16.910551
