name,description,image,perfumeHouse,openNotes,heartNotes,baseNotes,detailURL
The Wife of Bath Perfume Oil,"The Wife of Bath is one of the most engaging figures in Canterbury Tales. Many times married and a great champion of women's rights was she. As befitting a dame as sexual at the Wife of Bath, this blend has it all. Deep thick musk from a smoky source, wild animalic and beautiful lacy jasmine, a drop of honey, a thrill of oak, and a bit of rare and highly aged vanilla from Madagascar. Luscious, strong, velvety. No wonder she was a scandal! Type: musky, sexy",https://possets.com/wp-content/uploads/2012/03/The-Wife-of-Bath.jpg,Possets,"[""luscious"", ""strong"", ""velvety""]",[],[],https://possets.com/product/the-wife-of-bath-perfume-oil/
Portrait of Mrs. Abington (Reynolds) Perfume Oil,Sir Joshua was a relentless experimenter with materials and subject matter. He chose a very popular stage actress known as Mrs. Abington who was not the most beautiful woman but presented in such a winsome manner that we not only feel as if we have met her but that we are charmed by her coyness. Buttery chocolate cake with white frosting and a filling of the best Bavarian cream. Plain and simple a sweet sweet indulgence. Mrs. Abington was said to be a great player of comedy and we think this foody blend would suit her to a tee.,https://possets.com/wp-content/uploads/2015/06/Portrait-of-Mrs-Abington-1-600x600.jpg,Possets,"[""material"", ""subject matter""]",[],[],https://possets.com/product/portrait-of-mrs-abington-reynolds-perfume-oil/
Dandelion Fluff Perfume Oil,"Sharp and succulent, the essence of dandelion mixes with the remnants of the chill lingering in the vernal air (with a nod to a more minty sort of zestiness), a kiss of lemon, a small amount of ambient floral fragrance and you have Dandelion Fluff. It is a charming, uplifting, and totally fresh scent. Very innocent but just the thing to revive wilted spirits.",https://possets.com/wp-content/uploads/2011/04/Dandelion-Fluff-600x600.jpg,Possets,"[""it is a charming"", ""uplifting"", ""totally fresh scent""]",[],[],https://possets.com/product/dandelion-fluff-perfume-oil/
Eve Perfume Oil,"Possets is presenting a slight departure in this perfume. Eve is resplendent with musks, earthy sweetness, lingering and sexy as only that first lady could have been. This is a complex blend, profound even, but still, there is a sparkle to it which marks it as a Posset. The test panel really really loved it before they even put it on, so you know it might just have captured something of the allure of the original Eve! Three Musks, Dragon's Blood, Vetiver, Patchouli, Frankincense, Cocoa. Resinous. In case this is not ringing a bell, The National Geographic Society presented a movie called ""The Journey of Man"" where Dr. Spencer Wells traced the movement of humans across the face of the earth and was able to track where they had been and where many branches of the group departed from one another. He showed that everyone's DNA has traces of one mother, so we can trace ourselves (no matter who we are) to 'mitochondrial Eve,' and this perfume is a tribute to her.",https://possets.com/wp-content/uploads/2008/02/Eve_le_serpent_et_la_mitochondrie.png,Possets,"[""eve is resplendent"", ""musks"", ""earthy sweetness"", ""lingering"", ""sexy as only that first lady could have been""]",[],[],https://possets.com/product/eve-perfume-oil/
Sterling Swizzle Stick Perfume Oil,"Every lady owned a silver swizzle stick that took excess carbonation out of champagne. After all, the point wasn't to create champagne burps; it was to enjoy the panache of the occasion. A bitter amber plays the champagne role along with a tot of vanilla of the more dry variety, muhuhu adds a definite metallic tang, and it's all finished off with the pink in pink champagne (the lees of the grapes). Stunning, frothy, foody, and utterly divine, darling.",https://possets.com/wp-content/uploads/2015/09/Posset-P-white-bckgrnd-1.png,Possets,"[""stunning"", ""frothy"", ""foody"", ""utterly divine"", ""darling""]",[],[],https://possets.com/product/sterling-swizzle-stick-perfume-oil/
Blue Shift Perfume Oil,"As something comes toward you, its color shifts into the blue zone, and this blend mimics that phenomenon. Cooler by far than Red Shift, with the icy edge of violet and mint, Blue Shift manages to be unisex and sexy simultaneously. A note of hydrangea and a small, small amount of sage makes this a lovely combination. Blue Shift is an easy-to-take science lesson in a bottle.",https://possets.com/wp-content/uploads/2011/04/blue-shift-1-600x600.jpg,Possets,"[""of hydrangea"", ""small"", ""small amount of sage make this a lovely combination""]",[],[],https://possets.com/product/blue-shift-perfume-oil/
Maharani of Kuch-Bahar Perfume Oil,"She was known for her perfect style. she was impeccable in all things and ineluctable to men. It was said she could seduce a marble statue, a hermit, or a Jesuit and perhaps she proved that she could! The purest of classic thick patchouli, a good dose of blood orange from Sicily, a light brush of incense, thick dark tamarind from India. The fruit somehow lends an animalic edge. If you want to know how a Maharani smells, this is how a Maharani smells--just beautiful. Resinous, and fruity.",https://possets.com/wp-content/uploads/2015/04/Maharani-of-Kuch-Bahar.jpg,Possets,"[""if you want to know how a maharani smell"", ""this is how a maharani smells--just beautiful""]",[],[],https://possets.com/product/maharani-of-kuch-bahar-perfume-oil/
Amethyst Perfume Oil Rev. 1,"A sharp amber to start combines with a smoother and more caramel-like amber and a great shot of lavender on top of it all. Somehow this one manages to be soothing and edgy at the same time. Lavender, amber. Simple. Divine.",https://possets.com/wp-content/uploads/2015/04/amethyst-600x568.jpg,Possets,"[""lavender"", ""amber""]",[],[],https://possets.com/product/amethyst-perfume-oil/
A Lady In Her Own Right Perfume Oil,"When one has their own title which they have inherited from their family and not married into, it is referred to as ""in her own right"". So, if one is allowed the title of Lady, and it was not through marriage, then you are referred to as ""A lady in her own right"". This is considered far finer than to marry into a title. Neroli is one of the most precious flower essences and always denotes a refined sense of taste in scent. Combined with a light kiss of beeswax, and sandalwood to round out things. A drop of myrtle, and a white musk backdrop should round out this splendid perfume which has enough gravitas to pass muster but with a wink to cause trouble. Ladies are actually known to do that.",https://possets.com/wp-content/uploads/2015/04/A-Lady-in-Her-Own-Right.jpg,Possets,"[""refined sense of taste in scent""]",[],[],https://possets.com/product/a-lady-in-her-own-right-perfume-oil/
Ponder Perfume Oil,"Ponder is full of mischief and this fragrance is a made up from the ground perfect lavender/vanilla like no one else's. We had to find the perfect vanilla for this blend. We used a Mexican vanilla without a woody edge which is very smooth and almost spice laden. We also added a perfect Bulgarian lavender which is full of coumarin, and a hint of saffron (which will make you smile for its stone like edge which somehow makes things sweeter), a very very light rasp of lemon and voila!",https://possets.com/wp-content/uploads/2010/11/ponder-600x637.jpg,Possets,[],[],[],https://possets.com/product/ponder-perfume-oil/
The Queen’s Strawberries Perfume Oil,"Every year there is a reception at the British Embassy in Washington DC in June where the most luscious strawberries are served with clotted cream flown over from the Cotswolds. To be invited is a wonderful thing and if you are particularly audacious, you crash the event. There is little which is sweeter or more to savor than to allow one of those fine, fine berries fairly melt away on your tongue with the cream of the Gods attending, and washing it all down with good champagne whilst chatting up a good-looking Englishman (or Welshman, or Scot, or Irishman). If you can't manage with your busy schedule, grab a bottle of The Queen's Strawberries and at least revel in the smell of it all.",https://possets.com/wp-content/uploads/2010/03/Queens-Strawberries-1-600x600.jpg,Possets,"[""to be invited is a wonderful thing"", ""if you are particularly audacious"", ""you crash the event""]",[],[],https://possets.com/product/the-queen-s-strawberries-perfume-oil/
Indigo Perfume Oil,"The coldest member of the blue family, indigo has a tendency to melancholy but it is indeed beautiful. A hint of lavender and a kiss of spice and the tiniest bit of vanilla. This one really needs to get on your skin to show off. Unisex but tending to the feminine. A gorgeous addition to the color wheel at Possets. Characteristics: cool, pretty, cooling, summer scent, herbal, perfumy.",https://possets.com/wp-content/uploads/2007/12/Indigo-600x600.jpg,Possets,"[""characteristic: cool"", ""pretty"", ""cooling"", ""summer scent"", ""herbal"", ""perfumy""]",[],[],https://possets.com/product/indigo-perfume-oil/
Creative Juices Perfume Oil,"The sparkle and zizzle of spring and the flowery air. Grey musk mimics a rainy day, a spark of cardamom gives a lift to the whole, and a tiny bit of lime starts things off with a Zazzle. A surprising drop of parsley gives everything a delightfully fresh edge. Really like a rainy day in April filled with daffodils and tulips and you are thinking about dusting off that old painting set and capturing the light on the weeping cherry trees. Ravishing.",https://possets.com/wp-content/uploads/2009/04/Creative-Juices.jpg,Possets,"[""daffodil"", ""tulip"", ""you are thinking about dusting off that old painting set"", ""capturing the light on the weeping cherry tree""]",[],[],https://possets.com/product/creative-juices-perfume-oil/
Sweet Arabia Perfume Oil,"During the Victorian times, Eastern trade routes flourished. With the advent of faster and more reliable ships things like oude and patchouli, resins and attars could be brought from places like India, China and the Middle East. Having precious raw materials woven into fabulous deep scents is a specialty of Arabian lands and so we offer you a gem of a perfume which illustrates this grand art lusciously. A typically Arabian blend with three oudes, ""white"" sandalwood, a hint of charcoal burning (yes, it does have its own very appealing scent), golden copal, and myrrh tears. Strong and long lasting, endowed with a bit of labdanum. This is a woody hypnotic type of fragrance, very deep and about as far away as you can get from foody. The best quality ingredients give Sweet Arabia a sparkling polish. The name comes from a line in Macbeth,""...all the perfumes of sweet Arabia...""",https://possets.com/wp-content/uploads/2016/05/products-sweetarabia.jpg,Possets,"[""during the victorian time"", ""eastern trade route flourished""]",[],[],https://possets.com/product/sweet-arabia-perfume-oil/
Arbitrage Perfume Oil,"Arbitrage means that you bought something for a very small price and so you got a fabulous deal. Good for you! Like going to a yard sale and picking up a real pearl encrusted tiara for 35 cents. Apricot, and smoky Tahitian Vanilla (aged to perfection). A very small amount of black tea, and an edge of mahogany essence. Pretty exotic and very ritzy. This is a foody and woody scent which is just right for practicing your best seductions!",https://possets.com/wp-content/uploads/2015/04/Arbitrage-600x600.jpg,Possets,"[""apricot"", ""smoky tahitian vanilla (aged to perfection)""]",[],[],https://possets.com/product/arbitrage-perfume-oil/
Pippin Pie Perfume Oil,"The juiciest and most tart apples, the flakiest and most buttery pastry, heaps and heaps of sugar and a kiss of spice. This is Pippin Pie. Back from the original Possets' Halloween lineup by popular demand. You will just love this one. fruity, foody, gourmand.",https://possets.com/wp-content/uploads/2008/09/PippinPie-600x600.jpg,Possets,"[""fruity"", ""foody"", ""gourmand""]",[],[],https://possets.com/product/pippin-pie-perfume-oil/
That Oude Time Religion Perfume Oil,"Gimme that...sweet strong oude we all love and...many many other resins which are all part of the ritual. Oude comes from a tree usually found in India. Very expensive and one of the most exclusive elements in a perfume, oude is one of the benchmark ingredients that every perfumer needs to learn to tame and use efficiently; and one that every serious perfume wearer needs to learn about and appreciate. On top of the oude are vetiver, patchouli, frankincense and moar! This one was constructed to be as heavy and dark and filled with resins as could be stuffed into a bottle. Extremely dense and very lovely.",https://possets.com/wp-content/uploads/2011/09/That-Oude-Time-Religion.jpg,Possets,[],[],[],https://possets.com/product/that-oude-time-religion-perfume-oil/
Serpens Perfume Oil,"The constellation of the snake is huge and has a triangular shaped head on one end. It recalls the snake who taught Orpheus how to bring the dead back to life. It is also tangentially a reminder of the staff of Aesculapius the god of medicine whose twining snake is still the proper symbol of the medical profession. To make this blend we took bright starry crystalline musk and cast a foreground of darker more resinous things to enchant: aged patchouli, deep woody vanilla, a goodly jolt of sandalwood, white oude, a pearly clove scent, a fat vanilla, a black vanilla, and natural tonka bean infusion. Snaky, smoky, complex, and elegant.",https://possets.com/wp-content/uploads/2016/05/products-serpens-e1613078557662-600x600.jpg,Possets,"[""snaky"", ""smoky"", ""complex"", ""elegant""]",[],[],https://possets.com/product/serpens-perfume-oil/
Stunning Perfume Oil,"Orris root, dry and radically chic, quintessentially French and delightfully inchoate, married with green stems in the nicest way (and all of the bitterness removed), sandalwood, and a small amount of myrtle. This is the fun and cool beauty of being an adult. Stunning.",https://possets.com/wp-content/uploads/2010/03/Stunning-1-600x600.jpg,Possets,"[""green stem in the nicest way ("", ""all of the bitterness removed)"", ""sandalwood"", ""small amount of myrtle""]",[],[],https://possets.com/product/stunning-perfume-oil/
Arabesque Perfume Oil,"Arabesques are not based on the strict geometric model, they are more of an abstract of the vining plant kingdom, and their beauty is fantastic. They are more closely related to the beauty of written Arabic in a flowing, curvy style. A very perfumy Madagascar vanilla pairs up with an ultra-smooth Arabian Amber and a hint of bamboo citrus (a very light but present accord). It is very pretty and shows what vanilla can be besides the classic foody ingredient, even though its legendary allure survives intact. A very lovely seduction blend, even if you are only trying to please yourself.",https://possets.com/wp-content/uploads/2013/04/arabesque-600x600.jpg,Possets,"[""they are more closely related to the beauty of written arabic in a flowing"", ""curvy style""]",[],[],https://possets.com/product/arabesque-perfume-oil/
The Great Housewife of Babylon Perfume Oil,"Babylon was just a hop, skip, and jump away from Egypt, so (in the spirit of that versatile lady) we give you The Great Housewife of Babylon! This lady has absolutely no limits. Even the Egyptians were shocked. The mailman, the meter reader, the cable guy... all under her spell. Rich, rich aromas of deep black musks combined with almost choking smoke from incense braziers going all the time. A hard edge of thick black tea and a mighty wallop of tobacco resin. Spicy and resinous.",https://possets.com/wp-content/uploads/2012/07/The_Great_Housewife_of_Babylon-transformed-600x600.jpg,Possets,"[""the mailman"", ""the meter reader"", ""the cable guy""]",[],[],https://possets.com/product/the-great-housewife-of-babylon-perfume-oil/
Midnight Mass at Old St Marys Perfume Oil,"The oldest church in Cincinnati is Old St. Mary's (cir. 1841). Ornate, trimmed in every style you can think of, cold in the winter and filled with those who treasure the tradition of this wonderful ritual. A resinous incense blend, redolent with polished wood of the pews, the beeswax candles, and offertory fruits. Unisex and perfect for cold weather. Dry, resinous, and grown up. This ages exquisitly! Midnight Mass at Old St. Mary's just gets better and better, mellower, more beautifully resinous. You would be well advised to buy two bottles if you like this one, lay one down and don't dig it out for at least two years. Unbelievable.",https://possets.com/wp-content/uploads/2007/12/midnight-mass-600x564.jpg,Possets,"[""resinous incense blend"", ""redolent"", ""polished wood of the pew"", ""the beeswax candle"", ""offertory fruit""]",[],[],https://possets.com/product/midnight-mass-at-old-st-marys-perfume-oil/
Ode to Aphrodite Perfume Oil,"Ode to Aphrodite is one of the few complete poems by the poet Sappho. In it she pleads with the Goddess Aphrodite to help her pursue a love interest. This fragrance is an homage to that poem and to the desire to have divine intervention in matters of the heart. oakmoss, sandalwood, sage, citrus, Possets' synthetic ambergris accord. Ode to Aphrodite Iridescent-throned Aphrodite, deathless Child of Zeus, wile-weaver, I now implore you, Don't--I beg you, Lady--with pains and torments Crush down my spirit, But before if ever you've heard my pleadings Then return, as once when you left your father's Golden house; you yoked to your shining car your Wing-whirring sparrows; Skimming down the paths of the sky's bright ether On they brought you over the earth's black bosom, Swiftly--then you stood with a sudden brilliance, Goddess, before me; Deathless face alight with your smile, you asked me What I suffered, who was my cause of anguish, What would ease the pain of my frantic mind, and Why had I called you To my side: ""And whom should Persuasion summon Here, to soothe the sting of your passion this time? Who is now abusing you, Sappho? Who is Treating you cruelly? Now she runs away, but she'll soon pursue you; Gifts she now rejects--soon enough she'll give them; Now she doesn't love you, but soon her heart will Burn, though unwilling."" Come to me once more, and abate my torment; Take the bitter care from my mind, and give me All I long for; Lady, in all my battles Fight as my comrade.",https://possets.com/wp-content/uploads/2018/05/ode-to-aphrodite-600x600.jpg,Possets,"[""oakmoss"", ""sandalwood"", ""sage"", ""citrus"", ""possets' synthetic ambergris accord""]",[],[],https://possets.com/product/ode-to-aphrodite-perfume-oil/
Seascape (Turner) Perfume Oil,"A very surprising blend. This is an aquatic with a heavy component of coconut which truly adds a lot of character to the marine aspect (by having an unanticipated similarity to the watery base). On top of it all, floats a serious amount of cannabis scent and the result is positively electric. Of course there is a deep salt tang to it all with a green/cucumbery breeze.  Aquatic, zesty, fruity, and very soothing for a hot day.",https://possets.com/wp-content/uploads/2016/05/products-steamboatoffaharborsmouth.jpg,Possets,"[""aquatic"", ""zesty"", ""fruity"", ""very soothing for a hot day""]",[],[],https://possets.com/product/seascape-turner-perfume-oil/
Silver Amber Perfume Oil,"Silver Amber contains five ambers (lemony, resiny, sweet, dry, and a pollen-like amber) cozying up to the marvelous base we use in the silver line. Stunningly smooth and dry but then again, that is just a backdrop for an almost candy like shell but it isn't really sweet but it isn't stand offishly dry either. It is exceptionally attractive and we are sure it will turn heads and hearts to what you want them to be. *Oil is bottled in cobalt blue glass bottles, not the silver bottle pictured.",https://possets.com/wp-content/uploads/2012/12/silveramber-600x604.jpg,Possets,"[""*oil is bottled in cobalt blue glass bottle"", ""not the silver bottle pictured""]",[],[],https://possets.com/product/silver-amber-perfume-oil/
Capezzoli di Venere Perfume Oil,"Oh the ecstasy! If you ever saw Amadeus, you would know what the name alludes to*. The fabulous confection from Italy with all the whimsy that country can muster, and that would be mighty. Start with a perfectly roasted chestnut for a smooth and proper base for the softer things to come. Around that wrap ganache made of buttercream and gardenia kissed mocha which will melt your heart as it expires from love in your mouth. Enrobe with bitter dark chocolate. Die from love. *Capezzoli di Venere translates into ""Nipples of Venus"" Type: foody",https://possets.com/wp-content/uploads/2011/01/Capezzoli-di-Venere.jpg,Possets,"[""oh the ecstasy! if you ever saw amadeus"", ""you would know what the name allude to*""]",[],[],https://possets.com/product/capezzoli-di-venere-perfume-oil/
Girl With A Watering Can (Renoir) Perfume Oil,The sweetest painting deserves a perfume which the little girl would love. This one smells like a French tarte which is based on a shortbread crust and filled with custard and topped with Bavarian creme. A handful of coconut has been tossed on top of that. Absolutely delightful.,https://possets.com/wp-content/uploads/2015/06/Girl-with-a-Watering-Can.jpg,Possets,"[""custard"", ""topped"", ""bavarian creme""]",[],[],https://possets.com/product/girl-with-a-watering-can-renoir-perfume-oil/
Priya Perfume Oil,"Possets has teamed up with the non-profit To The Ends Of The Earth which is dedicated to helping emancipate and reintegrate women and girls who have been sex trafficked in Nepal. 30% of sales for each of these blends will go directly to support TTEOTE's work. We hope you will help in this important cause with a purchase of one or more of these blends! Priya means Beloved in Nepali. Priya Perfume Oil is a comforting blend of Lemon, Cardamom, and Vanilla.",https://possets.com/wp-content/uploads/2021/07/Priya-600x600.jpg,Possets,"[""priya perfume oil is a comforting blend of lemon"", ""cardamom"", ""vanilla""]",[],[],https://possets.com/product/priya-perfume-oil/
Bar Sinister Perfume Oil Rev. 1,"Green Bourbon vanilla extract, sweetbriar, a powerful green musk, a very highly refined leather, a background of labdanum, and a high and intoxicating silk accord. If you were born to the gentry, you might have a stripe running from right to left on which you would have some heraldic figure. That is if you were legitimate. if you were the love child of a powerful man, you might have a coat of arms with the bar running from left to right and the same figures on it to show who your father was and why you were powerful. This wasn't always granted, but often enough to have the bar sinister be a feature in heraldry. All of the elements of illicit love are at play here. Sultry sultry sultry. Type: Resinous, incense, musky, sexy",https://possets.com/wp-content/uploads/2011/11/barsinister-600x700.jpg,Possets,"[""type: resinous"", ""incense"", ""musky"", ""sexy""]",[],[],https://possets.com/product/bar-sinister-perfume-oil/
Nocturne (Chopin) Perfume Oil,The best of balsam fir and a crust of light brown sugar over a pool of vanilla. Beautiful in the moonlight.,https://possets.com/wp-content/uploads/2016/05/products-night-sky-stars-600x480.jpg,Possets,[],[],[],https://possets.com/product/nocturne-chopin-perfume-oil/
Hay Wain (Constable) Perfume Oil,"The Hay Wain is known as one of the most perfect images in all of English painting. The composition, the lyrical realism, and the subject all team up to show us all that this was painted by a master. Of course, his sky is perfect, and he even pulled off putting quite a few evenly-spaced holes between the clouds in one version. To have such a great painting in mind deserves a great perfume. This is lush and plush, very, very classy, strong, and full of character. Grapefruit meets lily of the valley, skin musk, white wood vanilla (not at all cupcake vanilla), and crystal musk. The result is exquisite. What does it have to do with a hay wain? Nothing. It's all about the art of perfume. This one is a glorious thing that is dignified, sophisticated, and amazingly sexy all at once.",https://possets.com/wp-content/uploads/2015/06/Hay-Wain-600x600.jpg,Possets,"[""this is lush"", ""plush"", ""very"", ""very classy"", ""strong"", ""full of character""]",[],[],https://possets.com/product/hay-wain-constable-perfume-oil/
Mayan Queen Bloodletting Sacrifice (Ancient) Perfume Oil,"The Mayan aristocracy took their obligations very seriously, which meant to be upstanding members of society, they had to perform ritual sacrifices personally. Among those acts was pulling a thorn-studded rope through a piercing in their tongue and offering the bloodshed to the gods. This was a normal act of piety for the royal family and is commemorated in various sculptures discovered in Mesoamerica. Incense smoke, copal resin, red fruit rich in iron scent, and the background of cacao and jungle atmosphere of greenery. This is a perfect scent picture of the day of blood sacrifice for the queen. Resinous, smoky, incense, green, and dry.",https://possets.com/wp-content/uploads/2015/06/Mayan_Queen_Bloodletting_Sacrifice_1-transformed-600x600.jpeg,Possets,"[""resinous"", ""smoky"", ""incense"", ""green"", ""dry""]",[],[],https://possets.com/product/mayan-queen-bloodletting-sacrifice-ancient-perfume-oil/
Silver Sandalwood Perfume Oil,"The famous ""silver"" base encrusted in a wonderful rich strong sandalwood. The glorious comforting volatility of sandalwood combines with the sweetness of silver. A perfect fragrance to show off all that is special about Possets. Bright and yet very very sexy. *Oil is bottled in cobalt blue glass bottles, not the silver bottle pictured.",https://possets.com/wp-content/uploads/2011/08/silversandalwood-600x604.jpg,Possets,"[""*oil is bottled in cobalt blue glass bottle"", ""not the silver bottle pictured""]",[],[],https://possets.com/product/silver-sandalwood-perfume-oil/
Bessarabian Veranda-Resinous Perfume Oil,"Here is a blend for the lover who is not faint of heart. There is a lot of animalic hidden in the dark musky thicket. Black musk, black oude, civet(artificial), grey musk, myrrh (black and brown), and a black vanilla. Exceptional, gooey. VERY accommodating.",https://possets.com/wp-content/uploads/2015/02/besarabianwhorehouse-600x600.jpg,Possets,"[""black musk"", ""black oude"", ""civet(artificial)"", ""grey musk"", ""myrrh (black"", ""brown)"", ""black vanilla""]",[],[],https://possets.com/product/besarabian-whorehouse-resinous-perfume-oil/
Betsy Perfume Oil,"As deep and velvety brown as her eyes, wicked and ineluctable Betsy always got her way in all things, partially because no one could resist the wonderful scent she used. Very deep bass notes of patchouli, labdanum, vetiver, and oud   All the spices of Arabia, Africa, and Asia blended together with a huge shot of the sweetest and most high keyed musk. The entire of it all settles down to great allure. Type: Dark, heavy, resiny, spice",https://possets.com/wp-content/uploads/2010/07/Image-600x664.jpg,Possets,"[""of patchouli"", ""labdanum"", ""vetiver"", ""oud all the spices of arabia"", ""africa"", ""asia blended together"", ""huge shot of the sweetest"", ""most high keyed musk""]",[],[],https://possets.com/product/betsy-perfume-oil/
