name,description,image,perfumeHouse,openNotes,heartNotes,baseNotes,detailURL
Belisama Perfume,"Belisama is a goddess of fire, bridging the power and light of the Sun and Moon. ‘Belisama’ means ‘the brightest one’ or ‘most mighty one and her energy embodies fiery, powerful vibrations. Anoint with this blend to light up the night, tap into your sensuality, and have some fun!",https://www.sagegoddess.com/wp-content/uploads/2024/09/Belisama-Perfume-1-720x720.jpeg.webp,Sage Goddess,"[""amber"", ""patchouli"", ""lavender""]",[],[],https://www.sagegoddess.com/product/crystal-perfumes-belisama-perfume/
Medicine Bag with Gemstone & Perfume Sample Set,This offering comes with three crystals and three sample-size handcrafted SG perfumes. Each of the crystals corresponds to one of the perfumes. It also comes with a pink faux leather drawstring medicine bag to easily carry your crystals and perfumes with you on the go!,https://www.sagegoddess.com/wp-content/uploads/2023/03/Medicine_pouch_with_gemstones_and_perfume_samples_set_1of3-720x720.jpg.webp,Sage Goddess,"[""lavender"", ""rosemary""]",[],[],https://www.sagegoddess.com/product/suede-medicine-pouches/
Crowns of Success Condition Oil,Shine at your brightest wattage with our Crowns of Success Condition Oil. This custom blend is a confidence-boosting oil we designed to bring out the goddess within you.,https://www.sagegoddess.com/wp-content/uploads/2024/08/Crowns-of-Success-Condition-Oil-720x720.jpeg.webp,Sage Goddess,"[""rosemary"", ""bergamot""]",[],[],https://www.sagegoddess.com/product/crowns-of-success-condition-oil/
Insight Perfume & Incense Duo,This duo invokes the wisdom and intuition of The High Priestess in the tarot. Work with this offering to expand your awareness and tap into your innermost magic.,https://www.sagegoddess.com/wp-content/uploads/2024/06/Insight-Perfume-Incense-Duo-1of3-720x720.jpg.webp,Sage Goddess,[],[],[],https://www.sagegoddess.com/product/insight-perfume-incense-duo/
Helios kai Selene Perfume Duo,"This new perfume pairing invokes the Sun god Helios and the Moon goddess Selene, combining solar and lunar energies. Anoint with this offering to bask in sunshine and bathe in moonlight.",https://www.sagegoddess.com/wp-content/uploads/2024/05/Helios-kai-Selene-Perfume-Duo-1of3-720x720.jpg.webp,Sage Goddess,[],[],[],https://www.sagegoddess.com/product/crystal-perfumes-helios-kai-selene-perfume-duo/
Back Off Betty Mini Perfume Mist,This mist is here to help navigate even the most challenging energies. We handcrafted this perfume mist right here at SG. It features the same blend as my customer-favorite Back Off Betty Perfume in a base of distilled water.,https://www.sagegoddess.com/wp-content/uploads/2024/04/back-off-betty-mist-1of1-720x720.jpg.webp,Sage Goddess,[],[],[],https://www.sagegoddess.com/product/crystal-perfumes-back-off-betty-mini-perfume-mist/
Cerridwen Perfume,"Summer is just around the corner, and our Cerridwen Perfume is the perfect companion for the season. Anoint yourself with this blend to make this summer the summer of your dreams.",https://www.sagegoddess.com/wp-content/uploads/2024/06/cerridwen-perfume-1of1-720x720.jpg.webp,Sage Goddess,[],[],[],https://www.sagegoddess.com/product/crystal-perfumes-cerridwen-perfume/
Song of Astraeus Perfume,"<p>Kambaba jasper is the Divine Masculine in stone form. It invokes and enhances all masculine qualities, including assertiveness, action, independence, adventure, logic, and protection. Work with this offering as a reminder of the strength and wisdom that lie within.</p>",https://www.sagegoddess.com/wp-content/uploads/2021/08/Song_of_Astraeus_Perfume_1of1_8_22-720x720.jpg.webp,Sage Goddess,[],[],[],https://www.sagegoddess.com/product/crystal-perfumes-song-of-astraeus-perfume/
Mint Mocha Perfume,"This perfume is an invigorating delight featuring notes of mint, coffee, and chocolate. It’s a delectable, rejuvenating potion guaranteed to break up any stagnant energies and kick your rituals into high gear!",https://www.sagegoddess.com/wp-content/uploads/2024/01/mint-mocha-perfume-1of1-720x720.jpg.webp,Sage Goddess,"[""this perfume is an invigorating delight featuring notes of mint"", ""coffee"", ""chocolate. it\u2019s a delectable"", ""rejuvenating potion guaranteed to break up any stagnant energies"", ""kick your rituals into high gear!""]",[],[],https://www.sagegoddess.com/product/crystal-perfumes-mint-mocha-perfume/
Limited Edition Song of Astraeus Perfume,"This handcrafted blend calls forth the energy of Astraeus — the Greek Titan god of the stars, astrology, planets, dusk, and winds. It’s a beautiful reminder that even in the darkest times, the shimmering radiance of the stars lies within, waiting to shine out into the world.",https://www.sagegoddess.com/wp-content/uploads/2024/03/Limited-Edition-Song-of-Astraeus-Perfume-1of1-720x720.jpg.webp,Sage Goddess,[],[],[],https://www.sagegoddess.com/product/crystal-perfumes-limited-edition-song-of-astraeus-perfume/
Dieta Perfume,"This perfume was designed to help you connect to the energy of spiritual preparation ahead of any sacred shamanic journey or spiritual process. It was handcrafted here at SG with notes of pink lotus, frankincense, myrrh, sandalwood, black agarwood, Balm of Gilead, and amyris.",https://www.sagegoddess.com/wp-content/uploads/2022/02/Dieta_Perfume_1of1_3_1-720x720.jpg.webp,Sage Goddess,"[""sandalwood""]",[],[],https://www.sagegoddess.com/product/crystal-perfumes-dieta-perfume/
Palma Perfume,"This palmistry-inspired fragrance is blended with notes of rhododendron, basil, myrrh, lemon, musk, and patchouli. This earthy and uplifting blend will support your spiritual growth while keeping you centered and grounded.",https://www.sagegoddess.com/wp-content/uploads/2021/07/NEW_MOON_DIVINATION_SET_VEDIC_PALMISTRY_SET_4OF6_7_9-720x720.jpg.webp,Sage Goddess,"[""this palmistry-inspired fragrance is blended with notes of rhododendron"", ""basil"", ""myrrh"", ""lemon"", ""musk"", ""patchouli. this earthy"", ""uplifting blend will support your spiritual growth while keeping you centered"", ""grounded.""]",[],[],https://www.sagegoddess.com/product/palma/
December 2023 Living Essence Mist,This mist the ultimate blend for slowing down and taking a moment to relax and reflect. The process of creating this mist was months in the making. We formulated it to be long-lasting so that anything it touches will hold the scent for days.,https://www.sagegoddess.com/wp-content/uploads/2024/01/december-living-essence-mist-1of1-720x720.jpg.webp,Sage Goddess,"[""this mist the ultimate blend for slowing down"", ""taking a moment to relax"", ""reflect. the process of creating this mist was months in the making. we formulated it to be long-lasting so that anything it touches will hold the scent for days.""]",[],[],https://www.sagegoddess.com/product/crystal-perfumes-december-2023-living-essence-mist/
Lilith Unbound & Eve Unbound Perfume Duo,"This offering includes two perfumes that channel the wisdom and feminine empowerment of two female archetypes: Lilith and Eve. Lilith and Eve are both figures from Judeo-Christian mythology that embody independence, and the importance of setting boundaries in love.",https://www.sagegoddess.com/wp-content/uploads/2024/01/unbound-duo-1of3-720x720.jpg.webp,Sage Goddess,[],[],[],https://www.sagegoddess.com/product/perfumes-lilith-unbound-eve-unbound-perfume-duo/
Athena’s 111 Perfume,"Harness the energy of 111 to boost your manifestation power with this blend containing notes of sandalwood, patchouli, bay, labdanum, five finger grass, myrrh, manuka honey, ginger, St. John’s wort, and neroli.",https://www.sagegoddess.com/wp-content/uploads/2024/01/perfume-720x720.jpg.webp,Sage Goddess,"[""harness the energy of 111 to boost your manifestation power with this blend containing notes of sandalwood"", ""patchouli"", ""bay"", ""labdanum"", ""five finger grass"", ""myrrh"", ""manuka honey"", ""ginger"", ""st. john\u2019s wort"", ""neroli.""]",[],[],https://www.sagegoddess.com/product/crystal-perfumes-athenas-111-perfume-blend/
7 Chakra Perfumes,"These perfumes were crafted right here at Sage Goddess Headquarters, and each blend corresponds to one of the seven main chakras.",https://www.sagegoddess.com/wp-content/uploads/2021/11/7_Chakra_Perfumes_DD_1of1_11_4-720x720.jpg.webp,Sage Goddess,[],[],[],https://www.sagegoddess.com/product/9-chakra-perfume-set/
Sat Nam Perfume,Get EXACTLY what you’re looking for with this Epidote Crystal from Pakistan. Epidote is a protective and grounding stone that’s an equally powerful manifestation gem. It helps you manifest your intentions and more of what you already have and clears whatever stands in the way...,https://www.sagegoddess.com/wp-content/uploads/2017/12/Sat-Nam-Perfume-12_13.jpg.webp,Sage Goddess,[],[],[],https://www.sagegoddess.com/product/sat-nam-perfume/
Limited Edition OG Elder Council Perfume & Incense,"Celebrate the wonders of creation and the interconnectedness of all life with this Wood Flower of Life Incense Stick Holder! This offering is perfect for anyone looking to bring incense's purifying and healing power to their home, office, or other sacred spaces. This circular incense...",https://www.sagegoddess.com/wp-content/uploads/2023/06/IMG_8708-720x720.jpg.webp,Sage Goddess,[],[],[],https://www.sagegoddess.com/product/limited-edition-re-release-of-og-elder-council-perfume-and-incense/
Festival of Lights Set,"<p>Arfvedsonite is hands-down the most powerful manifestation stone there is — it facilitates the arrival of your desires. This gem often grows with garnet, so your piece may hold inclusions of garnet — a grounding gem that brings your spirit back to center.</p>",https://www.sagegoddess.com/wp-content/uploads/2022/11/Festival_of_Lights_Set_1of1-720x720.jpg.webp,Sage Goddess,"[""cedar"", ""vanilla""]",[],[],https://www.sagegoddess.com/product/festival-of-lights-set/
Limited Edition Athena’s Magic 8 Ball Perfume – Volume 1,"<p>Arfvedsonite is hands-down the most powerful manifestation stone there is — it facilitates the arrival of your desires. This gem often grows with garnet, so your piece may hold inclusions of garnet — a grounding gem that brings your spirit back to center.</p>",https://www.sagegoddess.com/wp-content/uploads/2021/11/image0-1.jpeg.webp,Sage Goddess,"[""lavender""]",[],[],https://www.sagegoddess.com/product/crystal-perfumes-limited-edition-athenas-magic-8-ball-perfume-volume-1/
Limited Edition Phases of Desire Perfume Series: Phase 5 Encounter Perfume,"<p>Made with violet from all over the world and infused with a touch of wood musk, Violet Perfume is decadent, enchanting, and filled with ancient wisdom. It evokes Venusian energies of sensitivity and love and is a powerful blend for channeling abundance and tranquility.</p>",https://www.sagegoddess.com/wp-content/uploads/2022/02/Limited_Edition_Phases_of_Desire_Perfume_Series_Phase_5_Encounter_Perfume_1of1_2_11-720x720.jpg.webp,Sage Goddess,"[""vanilla"", ""rose"", ""patchouli""]",[],[],https://www.sagegoddess.com/product/crystal-perfumes-limited-edition-phases-of-desire-perfume-series-phase-5-encounter-perfume/
Limited Edition Phases of Desire Perfume Series: Phase 3 Lust Perfume,"<p>Take care of both body and soul with this Tumbled Tibetan Quartz! Work with this profoundly healing offering to purify and renew your body, mind, and spirit whenever needed.</p>",https://www.sagegoddess.com/wp-content/uploads/2022/02/Limited_Edition_Phases_of_Desire_Perfume_Series_Phase_3_Lust_Perfume_1of1_2_7-720x720.jpg.webp,Sage Goddess,[],[],[],https://www.sagegoddess.com/product/crystal-perfumes-limited-edition-phases-of-desire-perfume-series-phase-3-lust-perfume/
Limited Edition Phases of Desire Perfume Series: Phase 2 Flirt Perfume,"The transition into the darker half of the year is a tough time for many — it can trigger intense emotions, especially as we explore our own shadows. Feel supported and held even in the most trying of times with this Natural Apache Tear Obsidian...",https://www.sagegoddess.com/wp-content/uploads/2022/02/Limited_Edition_Phases_of_Desire_Perfume_Series_Phase_2_Flirt_Perfume_1of1_2_3-720x720.jpg.webp,Sage Goddess,[],[],[],https://www.sagegoddess.com/product/crystal-perfumes-limited-edition-phases-of-desire-perfume-series-phase-2-flirt-perfume/
Summon Attraction Perfume Series: Summon Adventure Perfume,"<p>Kambaba jasper is the Divine Masculine in stone form. It invokes and enhances all masculine qualities, including assertiveness, action, independence, adventure, logic, and protection. Work with this offering as a reminder of the strength and wisdom that lie within.</p>",https://www.sagegoddess.com/wp-content/uploads/2022/11/Summon_attraction_perfume_series_Summon_Adventure_Perfume_1of2-720x720.jpg.webp,Sage Goddess,[],[],[],https://www.sagegoddess.com/product/crystal-perfumes-summon-attraction-perfume-series-summon-adventure-perfume/
Remember Your Power Seven Gates Set,"<p>Made with violet from all over the world and infused with a touch of wood musk, Violet Perfume is decadent, enchanting, and filled with ancient wisdom. It evokes Venusian energies of sensitivity and love and is a powerful blend for channeling abundance and tranquility.</p>",https://www.sagegoddess.com/wp-content/uploads/2023/10/Remember_Your_Power_Seven_Gates_Set_1of3-720x720.jpg.webp,Sage Goddess,"[""tuberose""]",[],[],https://www.sagegoddess.com/product/ritual-sets-remember-your-power-seven-gates-set/
Trailblazer Perfume with Yuzu & Ginger,This Druzy Amethyst Spiritual Connection Star is here to guide you toward spiritual growth and tranquility! This custom-made offering is carved from druzy amethyst — a stone composed of amethyst crystal clusters that have formed on the surface of another stone. These pockets of tiny...,https://www.sagegoddess.com/wp-content/uploads/2023/08/Own_Your_Destiny_Aries_Full_Moon_Set_with_Moon_Water_Charging_Jar_7of9-720x720.jpg.webp,Sage Goddess,[],[],[],https://www.sagegoddess.com/product/crystal-perfumes-trailblazer-perfume-with-yuzu-ginger/
Cauldron of Possibilities Perfume,"Stay safe and supported while you practice divination with this Smoky Quartz Pendulum. Smoky quartz is a protective and grounding Root Chakra stone that gets its deep, earthy tones from natural gamma rays from deep within the Earth. This helps it to transform and transmute...",https://www.sagegoddess.com/wp-content/uploads/2023/08/cauldron_of_possibilities_perfume_1of1-720x720.jpg.webp,Sage Goddess,"[""sandalwood""]",[],[],https://www.sagegoddess.com/product/crystal-perfumes-cauldron-of-possibilities-perfume/
Crystal Ball Perfume,"<p>Scolecite is an ascension stone that embodies universal consciousness and channels inner wisdom and spiritual guidance. This powerful gem activates the Soul Star Chakra, your gateway to the stars and other dimensions, and facilitates deep lineage and ancestral healing and clearing.</p>",https://www.sagegoddess.com/wp-content/uploads/2023/06/Envision_the_future_aquarius_full_moon_scrying_set_6of6-720x720.jpg.webp,Sage Goddess,[],[],[],https://www.sagegoddess.com/product/crystal-perfumes-crystal-ball-perfume/
Legacy Perfume,"<p>Take care of both body and soul with this Tumbled Tibetan Quartz! Work with this profoundly healing offering to purify and renew your body, mind, and spirit whenever needed.</p>",https://www.sagegoddess.com/wp-content/uploads/2023/06/Build_Your_Legacy_Capricorn_Full_Moon_Set_8of8-720x720.jpg.webp,Sage Goddess,[],[],[],https://www.sagegoddess.com/product/crystal-perfumes-legacy-perfume/
April 2023 Living Essence Mist,<p>This burner is the perfect companion for your favorite incense sticks. Place this incense holder anywhere in your home to clear and raise the vibration in your space and take your meditation and spiritual practices to a whole new level.</p>,https://www.sagegoddess.com/wp-content/uploads/2023/04/April_2023_Living_Essence_Mist_1of1-720x720.jpg.webp,Sage Goddess,"[""rose""]",[],[],https://www.sagegoddess.com/product/crystal-perfumes-april-2023-living-essence-mist/
May 2023 Living Essence Mist,<p>Working with copper helps to bring things into balance. It can restore energy flow and circulation if you’re feeling lethargic and ease restlessness and excitability if you’re too wound up.</p>,https://www.sagegoddess.com/wp-content/uploads/2023/05/May_2023_Living_Essence_Mist_1of1-720x720.jpg.webp,Sage Goddess,"[""sandalwood"", ""jasmine""]",[],[],https://www.sagegoddess.com/product/crystal-perfumes-may-2023-living-essence-mist/
Mirror Perfume,"<p>Take care of both body and soul with this Tumbled Tibetan Quartz! Work with this profoundly healing offering to purify and renew your body, mind, and spirit whenever needed.</p>",https://www.sagegoddess.com/wp-content/uploads/2023/06/Mirror-Perfume-720x720.jpg.webp,Sage Goddess,[],[],[],https://www.sagegoddess.com/product/crystal-perfumes-mirror-perfume/
Moon-Venus Magic Perfume,"<p>Scolecite is an ascension stone that embodies universal consciousness and channels inner wisdom and spiritual guidance. This powerful gem activates the Soul Star Chakra, your gateway to the stars and other dimensions, and facilitates deep lineage and ancestral healing and clearing.</p>",https://www.sagegoddess.com/wp-content/uploads/2023/04/Moon_Venus_magic_perfume_1of1-720x720.jpg.webp,Sage Goddess,"[""rose geranium"", ""jasmine grandiflorum\u2019""]",[],[],https://www.sagegoddess.com/product/crystal-perfumes-moon-venus-magic-perfume/
Spotlight Perfume,Get EXACTLY what you’re looking for with this Epidote Crystal from Pakistan. Epidote is a protective and grounding stone that’s an equally powerful manifestation gem. It helps you manifest your intentions and more of what you already have and clears whatever stands in the way...,https://www.sagegoddess.com/wp-content/uploads/2023/04/image-3-720x720.png.webp,Sage Goddess,"[""bergamot"", ""rose""]",[],[],https://www.sagegoddess.com/product/crystal-perfumes-spotlight-perfume/
Hologram Perfume,Get EXACTLY what you’re looking for with this Epidote Crystal from Pakistan. Epidote is a protective and grounding stone that’s an equally powerful manifestation gem. It helps you manifest your intentions and more of what you already have and clears whatever stands in the way...,https://www.sagegoddess.com/wp-content/uploads/2021/01/ANGEL_AURA_QUARTZ_PERFUME_PENDULUM_WITH_HOLOGRAM_PERFUME_DRAM_3OF3_1_19-720x720.jpg.webp,Sage Goddess,[],[],[],https://www.sagegoddess.com/product/crystal-perfumes-hologram-perfume/
Spark Perfume,"<p>Fluorite is the soul pathing stone — the process of creating a path for your future that aligns with your spiritual gifts and calling. hrough the octahedron, we attune to the spiritual nature of self and our natural ability to manifest abundance.</p>",https://www.sagegoddess.com/wp-content/uploads/2023/03/Ignite_your_fire_power_aries_new_moon_set_4of6-1090x1090-1-720x720.jpg.webp,Sage Goddess,[],[],[],https://www.sagegoddess.com/product/crystal-perfumes-spark-perfume/
Chronos Perfume,"My Festival of Lights Set is BACK just in time to celebrate Hanukkah. Known as the Festival of Lights, Hanukkah is a Jewish holiday that dates back 2,500 years, when a Jewish family witnessed a miracle while resisting their oppressive Syrian-Greek rulers. While re-sanctifying the...",https://www.sagegoddess.com/wp-content/uploads/2022/12/Chronos_Perfume_1of1-720x721.jpg.webp,Sage Goddess,"[""amber""]",[],[],https://www.sagegoddess.com/product/crystal-perfumes-chronos-perfume/
‘Back Off Betty’ Perfume,"<p>Picasso jasper is a stone that can hold YOU as you transform from within, navigating the storms and changes of your life with grace. It is a grounding and protective stone that nurtures you through deep struggle. It brings ancestral contact and connection with other realms as well.</p>",https://www.sagegoddess.com/wp-content/uploads/2022/12/Back_off_betty_perfume_1of1-720x720.jpg.webp,Sage Goddess,"[""lavender"", ""rosemary""]",[],[],https://www.sagegoddess.com/product/crystal-perfumes-back-off-betty-perfume/
Party Perfume Intention Drops,"Let’s go deep beneath the surface and examine the very things that move our lives without our conscious knowing. My latest offering, The Collective Unconscious Duo, was created to explore the symbols and archetypes that influence the collective (and individual) unconscious. What is driving us?...",https://www.sagegoddess.com/wp-content/uploads/2022/11/image-2-1.png.webp,Sage Goddess,"[""bergamot""]",[],[],https://www.sagegoddess.com/product/crystal-perfumes-party-perfume-intention-drops/
5D Perfume,"If you’re looking for a deep bond to the Earth and the insight of those who have gone before you, this Tumbled Petrified Wood is for you! Petrified wood is a member of the quartz family that resonates with the Earth Star Chakra, connecting you...",https://www.sagegoddess.com/wp-content/uploads/2021/11/11_11_5D_pentaract_set_6of6_10_2-1024x1024-1-720x720.jpg.webp,Sage Goddess,"[""dark patchouli""]",[],[],https://www.sagegoddess.com/product/crystal-perfumes-5d-perfume/
Shadow Dancer Perfume,"Connect deeper with nature and the Earth with this Natural Tree Agate. Tree agate contains the ancient energies of the forest, the wisdom of the tree people, and the grounding of Earth. This is THE stability stone. I like to think of tree agate as...",https://www.sagegoddess.com/wp-content/uploads/2022/10/image-4-720x720.png.webp,Sage Goddess,[],[],[],https://www.sagegoddess.com/product/crystal-perfumes-shadow-dancer-perfume/
Salem Perfume,"Feel replenished and grounded with this beautiful Large Tumbled Red Jasper! Red jasper is a stone of regeneration that activates the Earth Star and Root Chakras. Its stunning, deep red coloring and swirling pigment reminds me of the very blood flowing within our veins; the...",https://www.sagegoddess.com/wp-content/uploads/2017/10/Salem_perfume_1of1_9_21-720x720.jpg.webp,Sage Goddess,"[""patchouli""]",[],[],https://www.sagegoddess.com/product/salem-perfume/
Shadowlands Soul Retrieval Perfume,"This potent Tumbled Tiger’s Eye brings wisdom, courage, protection, discernment, and the ability to see ahead. Tiger’s eye provides a protective shield and is a stone of strategy and the collective highest good. Associated with Athena, the Greek goddess of wisdom, arts, and strategic warfare,...",https://www.sagegoddess.com/wp-content/uploads/2022/08/Shadowlands_soul_retrieval_perfume_1of1-720x720.jpg.webp,Sage Goddess,"[""patchouli""]",[],[],https://www.sagegoddess.com/product/shadowlands-soul-retrieval-perfume/
Destiny’s Calling Perfume,"You’ve been asking for it, and Dragon Perfume is back! This time, with a carnelian perfume bottle pendant, engraved with the fire element symbol. These pendants were custom-made just for Sage Goddess, perfect for infusing you and your perfumes with ultra firepower. My Dragon Perfume...",https://www.sagegoddess.com/wp-content/uploads/2022/08/Destinys_calling_perfume_1of1-720x720.jpg.webp,Sage Goddess,[],[],[],https://www.sagegoddess.com/product/crystal-perfumes-destinys-calling-perfume/
